# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 23 15:27:34 2023
#
# COLUMN kepid:          KepID
# COLUMN koi_name:       KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN pl_name:        Confirmed Name
#
kepid,koi_name,kepler_name,pl_name
6291837,K00308.01,Kepler-1715 b,Kepler-1715 b
7700622,K00315.01,Kepler-1716 b,Kepler-1716 b
11566064,K00353.02,Kepler-1717 b,Kepler-1717 b
7364176,K00373.01,Kepler-1718 b,Kepler-1718 b
3831053,K00388.01,Kepler-1719 b,Kepler-1719 b
6422155,K00510.01,Kepler-172 b,Kepler-172 b
6422155,K00510.02,Kepler-172 c,Kepler-172 c
6422155,K00510.03,Kepler-172 d,Kepler-172 d
6422155,K00510.04,Kepler-172 e,Kepler-172 e
10155434,K00473.01,Kepler-1720 b,Kepler-1720 b
8934495,K00524.01,Kepler-1721 b,Kepler-1721 b
5978361,K00558.01,Kepler-1722 b,Kepler-1722 b
9957627,K00592.01,Kepler-1723 b,Kepler-1723 b
10676824,K00599.01,Kepler-1724 b,Kepler-1724 b
5020319,K00635.01,Kepler-1725 b,Kepler-1725 b
9266431,K00704.01,Kepler-1726 b,Kepler-1726 b
3641726,K00804.01,Kepler-1727 b,Kepler-1727 b
3940418,K00810.01,Kepler-1728 b,Kepler-1728 b
7135852,K00875.01,Kepler-1729 b,Kepler-1729 b
6451936,K00511.02,Kepler-173 b,Kepler-173 b
6451936,K00511.01,Kepler-173 c,Kepler-173 c
7938496,K00900.01,Kepler-1730 b,Kepler-1730 b
1026957,K00958.01,Kepler-1731 b,Kepler-1731 b
2164169,K01029.01,Kepler-1732 b,Kepler-1732 b
2574338,K01030.01,Kepler-1733 b,Kepler-1733 b
6131236,K01051.01,Kepler-1734 b,Kepler-1734 b
10118816,K01085.01,Kepler-1735 b,Kepler-1735 b
3109930,K01112.01,Kepler-1736 b,Kepler-1736 b
10354039,K01159.01,Kepler-1737 b,Kepler-1737 b
10351231,K01166.01,Kepler-1738 b,Kepler-1738 b
10482160,K01170.01,Kepler-1739 b,Kepler-1739 b
8017703,K00518.01,Kepler-174 b,Kepler-174 b
8017703,K00518.02,Kepler-174 c,Kepler-174 c
8017703,K00518.03,Kepler-174 d,Kepler-174 d
3859628,K01191.01,Kepler-1740 b,Kepler-1740 b
4061149,K01201.01,Kepler-1741 b,Kepler-1741 b
8742590,K01281.01,Kepler-1742 b,Kepler-1742 b
10794087,K01316.01,Kepler-1743 b,Kepler-1743 b
6946199,K01359.01,Kepler-1744 b,Kepler-1744 b
7287415,K01369.01,Kepler-1745 b,Kepler-1745 b
6766634,K01375.01,Kepler-1746 b,Kepler-1746 b
8935810,K01395.01,Kepler-1747 b,Kepler-1747 b
9269281,K01398.01,Kepler-1748 b,Kepler-1748 b
9150827,K01408.01,Kepler-1749 b,Kepler-1749 b
8022244,K00519.01,Kepler-175 b,Kepler-175 b
8022244,K00519.02,Kepler-175 c,Kepler-175 c
11030711,K01429.01,Kepler-1750 b,Kepler-1750 b
11599038,K01437.01,Kepler-1751 b,Kepler-1751 b
12406749,K01476.01,Kepler-1752 b,Kepler-1752 b
9823487,K01489.01,Kepler-1753 b,Kepler-1753 b
11821363,K01494.01,Kepler-1754 b,Kepler-1754 b
5031857,K01573.01,Kepler-1755 b,Kepler-1755 b
5542466,K01590.02,Kepler-1756 b,Kepler-1756 b
10028140,K01591.01,Kepler-1757 b,Kepler-1757 b
4860678,K01602.01,Kepler-1758 b,Kepler-1758 b
11046025,K01646.01,Kepler-1759 b,Kepler-1759 b
8037145,K00520.02,Kepler-176 b,Kepler-176 b
8037145,K00520.01,Kepler-176 c,Kepler-176 c
8037145,K00520.03,Kepler-176 d,Kepler-176 d
8037145,K00520.04,Kepler-176 e,Kepler-176 e
11177543,K01648.01,Kepler-1760 b,Kepler-1760 b
11337141,K01649.01,Kepler-1761 b,Kepler-1761 b
4650733,K01659.01,Kepler-1762 b,Kepler-1762 b
5195172,K01671.01,Kepler-1763 b,Kepler-1763 b
6049190,K01685.01,Kepler-1764 b,Kepler-1764 b
7386827,K01704.01,Kepler-1765 b,Kepler-1765 b
9836959,K01715.01,Kepler-1766 b,Kepler-1766 b
10015937,K01720.01,Kepler-1767 b,Kepler-1767 b
8651389,K01754.01,Kepler-1768 b,Kepler-1768 b
7761918,K01808.01,Kepler-1769 b,Kepler-1769 b
8806123,K00523.02,Kepler-177 b,Kepler-177 b
8806123,K00523.01,Kepler-177 c,Kepler-177 c
7779077,K01842.01,Kepler-1770 b,Kepler-1770 b
11297236,K01857.01,Kepler-1771 b,Kepler-1771 b
4149450,K01864.01,Kepler-1772 b,Kepler-1772 b
3098810,K01878.01,Kepler-1773 b,Kepler-1773 b
5695524,K01897.01,Kepler-1774 b,Kepler-1774 b
3629967,K01901.01,Kepler-1775 b,Kepler-1775 b
10074466,K01917.01,Kepler-1776 b,Kepler-1776 b
2438513,K01944.01,Kepler-1777 b,Kepler-1777 b
7948784,K01968.01,Kepler-1778 b,Kepler-1778 b
9244756,K01969.01,Kepler-1779 b,Kepler-1779 b
9941859,K00528.01,Kepler-178 b,Kepler-178 b
9941859,K00528.03,Kepler-178 c,Kepler-178 c
9941859,K00528.02,Kepler-178 d,Kepler-178 d
7289577,K01974.01,Kepler-1780 b,Kepler-1780 b
6862721,K01982.01,Kepler-1781 b,Kepler-1781 b
8142942,K01985.01,Kepler-1782 b,Kepler-1782 b
6061773,K02001.01,Kepler-1783 b,Kepler-1783 b
8578780,K02023.01,Kepler-1784 b,Kepler-1784 b
10480915,K02040.01,Kepler-1785 b,Kepler-1785 b
3448130,K02043.01,Kepler-1786 b,Kepler-1786 b
10134152,K02056.01,Kepler-1787 b,Kepler-1787 b
9279354,K02060.01,Kepler-1788 b,Kepler-1788 b
6342333,K02065.01,Kepler-1789 b,Kepler-1789 b
10554999,K00534.02,Kepler-179 b,Kepler-179 b
10554999,K00534.01,Kepler-179 c,Kepler-179 c
9472000,K02082.01,Kepler-1790 b,Kepler-1790 b
7097965,K02083.01,Kepler-1791 b,Kepler-1791 b
3967326,K02084.01,Kepler-1792 b,Kepler-1792 b
5705819,K02091.01,Kepler-1793 b,Kepler-1793 b
9307509,K02096.01,Kepler-1794 b,Kepler-1794 b
4140813,K02117.01,Kepler-1795 b,Kepler-1795 b
8591693,K02123.01,Kepler-1796 b,Kepler-1796 b
9405595,K02125.01,Kepler-1797 b,Kepler-1797 b
2161536,K02130.01,Kepler-1798 b,Kepler-1798 b
12505076,K02154.01,Kepler-1799 b,Kepler-1799 b
8644288,K00137.03,Kepler-18 b,Kepler-18 b
8644288,K00137.01,Kepler-18 c,Kepler-18 c
8644288,K00137.02,Kepler-18 d,Kepler-18 d
11669239,K00542.02,Kepler-180 b,Kepler-180 b
11669239,K00542.01,Kepler-180 c,Kepler-180 c
5211199,K02158.01,Kepler-1800 b,Kepler-1800 b
4173026,K02172.01,Kepler-1801 b,Kepler-1801 b
4173026,K02172.02,Kepler-1801 c,Kepler-1801 c
8261920,K02174.03,Kepler-1802 b,Kepler-1802 b
8261920,K02174.02,Kepler-1802 c,Kepler-1802 c
8591173,K02181.01,Kepler-1804 b,Kepler-1804 b
5601258,K02191.01,Kepler-1805 b,Kepler-1805 b
11705004,K02199.01,Kepler-1806 b,Kepler-1806 b
8494542,K02204.01,Kepler-1807 b,Kepler-1807 b
4248120,K02216.01,Kepler-1808 b,Kepler-1808 b
5357545,K02219.01,Kepler-1809 b,Kepler-1809 b
11823054,K00543.02,Kepler-181 b,Kepler-181 b
11823054,K00543.01,Kepler-181 c,Kepler-181 c
2854181,K02232.01,Kepler-1810 b,Kepler-1810 b
5005121,K02237.01,Kepler-1811 b,Kepler-1811 b
5125347,K02241.01,Kepler-1812 b,Kepler-1812 b
11030475,K02248.01,Kepler-1813 b,Kepler-1813 b
5942808,K02250.01,Kepler-1814 b,Kepler-1814 b
5942808,K02250.02,Kepler-1814 c,Kepler-1814 c
8126558,K02259.01,Kepler-1815 b,Kepler-1815 b
12121570,K02290.01,Kepler-1816 b,Kepler-1816 b
8410415,K02291.01,Kepler-1817 b,Kepler-1817 b
5342473,K02297.01,Kepler-1818 b,Kepler-1818 b
9963265,K02299.01,Kepler-1819 b,Kepler-1819 b
12058931,K00546.02,Kepler-182 b,Kepler-182 b
12058931,K00546.01,Kepler-182 c,Kepler-182 c
10874215,K02305.01,Kepler-1820 b,Kepler-1820 b
11718144,K02310.01,Kepler-1821 b,Kepler-1821 b
6062929,K02315.01,Kepler-1822 b,Kepler-1822 b
9003401,K02319.01,Kepler-1823 b,Kepler-1823 b
5978559,K02321.01,Kepler-1824 b,Kepler-1824 b
7120108,K02325.01,Kepler-1825 b,Kepler-1825 b
11192235,K02329.01,Kepler-1826 b,Kepler-1826 b
5534941,K02332.01,Kepler-1827 b,Kepler-1827 b
1872821,K02351.01,Kepler-1828 b,Kepler-1828 b
12505654,K02353.01,Kepler-1829 b,Kepler-1829 b
4270253,K00551.02,Kepler-183 b,Kepler-183 b
4270253,K00551.01,Kepler-183 c,Kepler-183 c
5716932,K02358.01,Kepler-1830 b,Kepler-1830 b
11566256,K02361.01,Kepler-1831 b,Kepler-1831 b
7987866,K02363.01,Kepler-1832 b,Kepler-1832 b
9086251,K02367.01,Kepler-1833 b,Kepler-1833 b
4665571,K02393.01,Kepler-1834 b,Kepler-1834 b
4665571,K02393.02,Kepler-1834 c,Kepler-1834 c
8073806,K02411.01,Kepler-1835 b,Kepler-1835 b
5621586,K02415.01,Kepler-1836 b,Kepler-1836 b
9210387,K02416.01,Kepler-1837 b,Kepler-1837 b
5042210,K02462.01,Kepler-1838 b,Kepler-1838 b
11818607,K02467.01,Kepler-1839 b,Kepler-1839 b
7445445,K00567.01,Kepler-184 b,Kepler-184 b
7445445,K00567.02,Kepler-184 c,Kepler-184 c
7445445,K00567.03,Kepler-184 d,Kepler-184 d
6149910,K02469.01,Kepler-1840 b,Kepler-1840 b
5436013,K02471.01,Kepler-1841 b,Kepler-1841 b
6846911,K02477.01,Kepler-1842 b,Kepler-1842 b
5963582,K02479.01,Kepler-1843 b,Kepler-1843 b
2718778,K02489.01,Kepler-1844 b,Kepler-1844 b
3122913,K02490.01,Kepler-1845 b,Kepler-1845 b
8631504,K02503.01,Kepler-1846 b,Kepler-1846 b
8379705,K02507.01,Kepler-1847 b,Kepler-1847 b
9177629,K02522.01,Kepler-1848 b,Kepler-1848 b
5942949,K02525.01,Kepler-1849 b,Kepler-1849 b
8008206,K00569.02,Kepler-185 b,Kepler-185 b
8008206,K00569.01,Kepler-185 c,Kepler-185 c
7879433,K02527.01,Kepler-1850 b,Kepler-1850 b
9205907,K02528.01,Kepler-1851 b,Kepler-1851 b
5174858,K02532.01,Kepler-1852 b,Kepler-1852 b
9635606,K02535.01,Kepler-1853 b,Kepler-1853 b
1849702,K02538.01,Kepler-1854 b,Kepler-1854 b
6183511,K02542.01,Kepler-1855 b,Kepler-1855 b
12469800,K02543.01,Kepler-1856 b,Kepler-1856 b
4484336,K02547.01,Kepler-1857 b,Kepler-1857 b
9832208,K02553.01,Kepler-1858 b,Kepler-1858 b
9896018,K02579.01,Kepler-1859 b,Kepler-1859 b
9896018,K02579.02,Kepler-1859 c,Kepler-1859 c
8120608,K00571.03,Kepler-186 b,Kepler-186 b
8120608,K00571.01,Kepler-186 c,Kepler-186 c
8120608,K00571.02,Kepler-186 d,Kepler-186 d
8120608,K00571.04,Kepler-186 e,Kepler-186 e
8120608,K00571.05,Kepler-186 f,Kepler-186 f
11818872,K02581.01,Kepler-1860 b,Kepler-1860 b
11771430,K02582.01,Kepler-1861 b,Kepler-1861 b
11465950,K02620.01,Kepler-1862 b,Kepler-1862 b
7584650,K02631.01,Kepler-1863 b,Kepler-1863 b
6198182,K02636.01,Kepler-1864 b,Kepler-1864 b
6211812,K02638.01,Kepler-1865 b,Kepler-1865 b
8547429,K02658.01,Kepler-1866 b,Kepler-1866 b
7762723,K02663.01,Kepler-1867 b,Kepler-1867 b
7826659,K02686.01,Kepler-1868 b,Kepler-1868 b
7202957,K02687.02,Kepler-1869 b,Kepler-1869 b
7202957,K02687.01,Kepler-1869 c,Kepler-1869 c
8193178,K00572.02,Kepler-187 b,Kepler-187 b
8193178,K00572.01,Kepler-187 c,Kepler-187 c
5369827,K02690.01,Kepler-1870 b,Kepler-1870 b
3346154,K02723.01,Kepler-1871 b,Kepler-1871 b
7659389,K02734.01,Kepler-1872 b,Kepler-1872 b
9472074,K02735.01,Kepler-1873 b,Kepler-1873 b
7877978,K02760.01,Kepler-1874 b,Kepler-1874 b
11874577,K02779.01,Kepler-1875 b,Kepler-1875 b
5905822,K02801.01,Kepler-1876 b,Kepler-1876 b
9898447,K02803.01,Kepler-1877 b,Kepler-1877 b
8263545,K02822.01,Kepler-1878 b,Kepler-1878 b
6197215,K02829.01,Kepler-1879 b,Kepler-1879 b
8344004,K00573.02,Kepler-188 b,Kepler-188 b
8344004,K00573.01,Kepler-188 c,Kepler-188 c
5436338,K02835.01,Kepler-1880 b,Kepler-1880 b
8758204,K02841.01,Kepler-1881 b,Kepler-1881 b
7749773,K02848.01,Kepler-1882 b,Kepler-1882 b
6606438,K02860.01,Kepler-1883 b,Kepler-1883 b
7463685,K02890.01,Kepler-1884 b,Kepler-1884 b
10332213,K02919.01,Kepler-1885 b,Kepler-1885 b
4385148,K02942.02,Kepler-1886 b,Kepler-1886 b
8617363,K02945.01,Kepler-1887 b,Kepler-1887 b
6356692,K02948.01,Kepler-1888 b,Kepler-1888 b
5980783,K02967.01,Kepler-1889 b,Kepler-1889 b
8355239,K00574.02,Kepler-189 b,Kepler-189 b
8355239,K00574.01,Kepler-189 c,Kepler-189 c
5450893,K02970.01,Kepler-1890 b,Kepler-1890 b
8360640,K02982.01,Kepler-1891 b,Kepler-1891 b
6636320,K02989.01,Kepler-1892 b,Kepler-1892 b
8709688,K03019.01,Kepler-1893 b,Kepler-1893 b
11618601,K03022.01,Kepler-1894 b,Kepler-1894 b
11618601,K03022.02,Kepler-1894 c,Kepler-1894 c
11137180,K03027.01,Kepler-1895 b,Kepler-1895 b
5092266,K03045.01,Kepler-1896 b,Kepler-1896 b
4067925,K03066.01,Kepler-1897 b,Kepler-1897 b
3328080,K03075.01,Kepler-1898 b,Kepler-1898 b
2715695,K03077.01,Kepler-1899 b,Kepler-1899 b
2571238,K00084.01,Kepler-19 b,Kepler-19 b
2571238,,Kepler-19 c,Kepler-19 c
2571238,,Kepler-19 d,Kepler-19 d
8616637,K00579.01,Kepler-190 b,Kepler-190 b
8616637,K00579.02,Kepler-190 c,Kepler-190 c
8430964,K03078.01,Kepler-1900 b,Kepler-1900 b
9020114,K03088.01,Kepler-1901 b,Kepler-1901 b
6609270,K03090.01,Kepler-1902 b,Kepler-1902 b
12406807,K03091.01,Kepler-1903 b,Kepler-1903 b
12352520,K03094.01,Kepler-1904 b,Kepler-1904 b
9650989,K03095.01,Kepler-1905 b,Kepler-1905 b
3756264,K03108.01,Kepler-1906 b,Kepler-1906 b
10252275,K03130.02,Kepler-1907 b,Kepler-1907 b
10252275,K03130.01,Kepler-1907 c,Kepler-1907 c
6945786,K03136.01,Kepler-1909 b,Kepler-1909 b
9020160,K00582.03,Kepler-191 b,Kepler-191 b
9020160,K00582.02,Kepler-191 c,Kepler-191 c
9020160,K00582.01,Kepler-191 d,Kepler-191 d
5978170,K03140.01,Kepler-1910 b,Kepler-1910 b
6153407,K03179.01,Kepler-1911 b,Kepler-1911 b
9569711,K03232.01,Kepler-1912 b,Kepler-1912 b
8620402,K03267.01,Kepler-1913 b,Kepler-1913 b
3544640,K03279.01,Kepler-1914 b,Kepler-1914 b
8331612,K03318.01,Kepler-1915 b,Kepler-1915 b
10922659,K03335.01,Kepler-1916 b,Kepler-1916 b
8824737,K03347.01,Kepler-1917 b,Kepler-1917 b
6779726,K03375.01,Kepler-1918 b,Kepler-1918 b
8078502,K03383.01,Kepler-1919 b,Kepler-1919 b
9146018,K00584.01,Kepler-192 b,Kepler-192 b
9146018,K00584.02,Kepler-192 c,Kepler-192 c
9146018,K00584.03,Kepler-192 d,Kepler-192 d
3745559,K03423.01,Kepler-1920 b,Kepler-1920 b
9117416,K03425.01,Kepler-1921 b,Kepler-1921 b
9117416,K03425.02,Kepler-1921 c,Kepler-1921 c
2717158,K03459.01,Kepler-1922 b,Kepler-1922 b
5213230,K03474.01,Kepler-1923 b,Kepler-1923 b
7288444,K03482.01,Kepler-1924 b,Kepler-1924 b
8880123,K03493.01,Kepler-1925 b,Kepler-1925 b
8231667,K03494.01,Kepler-1926 b,Kepler-1926 b
6058816,K03500.01,Kepler-1927 b,Kepler-1927 b
3440118,K03876.01,Kepler-1928 b,Kepler-1928 b
10363115,K03908.01,Kepler-1929 b,Kepler-1929 b
9782691,K00590.01,Kepler-193 b,Kepler-193 b
9782691,K00590.02,Kepler-193 c,Kepler-193 c
4947556,K03936.02,Kepler-1930 b,Kepler-1930 b
7679812,K03943.01,Kepler-1931 b,Kepler-1931 b
5773121,K04002.01,Kepler-1932 b,Kepler-1932 b
4814502,K04004.01,Kepler-1933 b,Kepler-1933 b
1718958,K04053.01,Kepler-1934 b,Kepler-1934 b
4673628,K04056.01,Kepler-1935 b,Kepler-1935 b
8686373,K04066.01,Kepler-1936 b,Kepler-1936 b
5530112,K04067.01,Kepler-1937 b,Kepler-1937 b
5906694,K04069.01,Kepler-1938 b,Kepler-1938 b
5688683,K04097.01,Kepler-1939 b,Kepler-1939 b
10600261,K00597.02,Kepler-194 b,Kepler-194 b
10600261,K00597.01,Kepler-194 c,Kepler-194 c
10600261,K00597.03,Kepler-194 d,Kepler-194 d
8951205,K04099.01,Kepler-1940 b,Kepler-1940 b
11465651,K04150.01,Kepler-1941 b,Kepler-1941 b
8439323,K04153.01,Kepler-1942 b,Kepler-1942 b
5881120,K04156.01,Kepler-1943 b,Kepler-1943 b
4078311,K04166.01,Kepler-1944 b,Kepler-1944 b
6752002,K04184.01,Kepler-1945 b,Kepler-1945 b
7257966,K04185.01,Kepler-1946 b,Kepler-1946 b
6879171,K04188.01,Kepler-1947 b,Kepler-1947 b
10525049,K04252.01,Kepler-1948 b,Kepler-1948 b
7450747,K04267.01,Kepler-1949 b,Kepler-1949 b
10656823,K00598.01,Kepler-195 b,Kepler-195 b
10656823,K00598.02,Kepler-195 c,Kepler-195 c
7103919,K04310.01,Kepler-1950 b,Kepler-1950 b
5095082,K04320.01,Kepler-1951 b,Kepler-1951 b
8087812,K04343.01,Kepler-1952 b,Kepler-1952 b
9702006,K04372.01,Kepler-1953 b,Kepler-1953 b
7703882,K04403.01,Kepler-1954 b,Kepler-1954 b
5308537,K04409.01,Kepler-1955 b,Kepler-1955 b
11718389,K04444.01,Kepler-1956 b,Kepler-1956 b
10604592,K04447.01,Kepler-1957 b,Kepler-1957 b
6276791,K04477.02,Kepler-1958 b,Kepler-1958 b
8636600,K04478.01,Kepler-1959 b,Kepler-1959 b
6587002,K00612.01,Kepler-196 b,Kepler-196 b
6587002,K00612.02,Kepler-196 c,Kepler-196 c
6587002,K00612.03,Kepler-196 d,Kepler-196 d
9898017,K04484.01,Kepler-1960 b,Kepler-1960 b
4545570,K04506.01,Kepler-1961 b,Kepler-1961 b
5003670,K04524.01,Kepler-1962 b,Kepler-1962 b
10220837,K04613.01,Kepler-1963 b,Kepler-1963 b
11519187,K04625.01,Kepler-1964 b,Kepler-1964 b
2857607,K04659.01,Kepler-1965 b,Kepler-1965 b
5962262,K04661.01,Kepler-1966 b,Kepler-1966 b
7778621,K04725.01,Kepler-1967 b,Kepler-1967 b
9021075,K04733.01,Kepler-1968 b,Kepler-1968 b
11513486,K04748.01,Kepler-1969 b,Kepler-1969 b
12068975,K00623.03,Kepler-197 b,Kepler-197 b
12068975,K00623.01,Kepler-197 c,Kepler-197 c
12068975,K00623.02,Kepler-197 d,Kepler-197 d
12068975,K00623.04,Kepler-197 e,Kepler-197 e
8121913,,Kepler-1970 b,KIC 8121913 b
6592335,K04777.01,Kepler-1971 b,KOI-4777.01
4735826,K03184.01,Kepler-1972 b,Kepler-1972 b
4735826,K03184.02,Kepler-1972 c,Kepler-1972 c
1161345,K00984.01,Kepler-1973 b,KOI-984 b
1161345,,Kepler-1973 c,KOI-984 c
10736489,K07368.01,Kepler-1974 b,KOI-7368 b
8873450,K07913.01,Kepler-1975 b,KOI-7913 b
11138155,K00760.01,Kepler-1976 b,Kepler-1976 b
1717722,K03145.01,Kepler-1977 b,Kepler-1977 b
2832589,K01942.01,Kepler-1978 b,Kepler-1978 b
3229150,K02150.01,Kepler-1979 b,Kepler-1979 b
3541946,K00624.01,Kepler-198 b,Kepler-198 b
3541946,K00624.02,Kepler-198 c,Kepler-198 c
3541946,K00624.03,Kepler-198 d,Kepler-198 d
3559860,K03440.01,Kepler-1980 b,Kepler-1980 b
3634051,K06103.01,Kepler-1981 b,Kepler-1981 b
4548098,K04157.01,Kepler-1982 b,Kepler-1982 b
4857058,K03061.01,Kepler-1983 b,Kepler-1983 b
5531953,K01681.02,Kepler-1984 b,Kepler-1984 b
6697605,K02851.01,Kepler-1985 b,Kepler-1985 b
7285757,K03271.01,Kepler-1986 b,Kepler-1986 b
7376983,K01358.04,Kepler-1987 b,Kepler-1987 b
7376983,K01358.03,Kepler-1987 c,Kepler-1987 c
7376983,K01358.01,Kepler-1987 d,Kepler-1987 d
7376983,K01358.02,Kepler-1987 e,Kepler-1987 e
7983117,K03214.01,Kepler-1988 b,Kepler-1988 b
8162789,K00521.01,Kepler-1989 b,Kepler-1989 b
5113822,K00638.01,Kepler-199 b,Kepler-199 b
5113822,K00638.02,Kepler-199 c,Kepler-199 c
8456679,K00102.01,Kepler-1990 b,Kepler-1990 b
8456679,K00102.02,Kepler-1990 c,Kepler-1990 c
8804283,K01276.02,Kepler-1991 b,Kepler-1991 b
8804283,K01276.01,Kepler-1991 c,Kepler-1991 c
8827575,K03052.02,Kepler-1992 b,Kepler-1992 b
8890924,K04269.01,Kepler-1993 b,Kepler-1993 b
9602613,K02612.01,Kepler-1994 b,Kepler-1994 b
9634821,K02037.01,Kepler-1995 b,Kepler-1995 b
9758089,K01871.02,Kepler-1996 b,Kepler-1996 b
9758089,K01871.01,Kepler-1996 c,Kepler-1996 c
9785921,K03372.01,Kepler-1997 b,Kepler-1997 b
10387742,K02583.01,Kepler-1998 b,Kepler-1998 b
10843431,K07378.01,Kepler-1999 b,Kepler-1999 b
10666592,K00002.01,Kepler-2 b,HAT-P-7 b
6850504,K00070.02,Kepler-20 b,Kepler-20 b
6850504,K00070.01,Kepler-20 c,Kepler-20 c
6850504,K00070.03,Kepler-20 d,Kepler-20 d
6850504,K00070.04,Kepler-20 e,Kepler-20 e
6850504,K00070.05,Kepler-20 f,Kepler-20 f
6850504,,Kepler-20 g,Kepler-20 g
5941160,K00654.01,Kepler-200 b,Kepler-200 b
5941160,K00654.02,Kepler-200 c,Kepler-200 c
11752906,K00253.01,Kepler-2000 b,Kepler-2000 b
11752906,K00253.02,Kepler-2000 c,Kepler-2000 c
12061969,K02061.02,Kepler-2001 b,Kepler-2001 b
12061969,K02061.01,Kepler-2001 c,Kepler-2001 c
5966154,K00655.01,Kepler-201 b,Kepler-201 b
5966154,K00655.02,Kepler-201 c,Kepler-201 c
6020753,K00657.01,Kepler-202 b,Kepler-202 b
6020753,K00657.02,Kepler-202 c,Kepler-202 c
6062088,K00658.01,Kepler-203 b,Kepler-203 b
6062088,K00658.02,Kepler-203 c,Kepler-203 c
6062088,K00658.03,Kepler-203 d,Kepler-203 d
6347299,K00661.01,Kepler-204 b,Kepler-204 b
6347299,K00661.02,Kepler-204 c,Kepler-204 c
6425957,K00663.01,Kepler-205 b,Kepler-205 b
6425957,K00663.02,Kepler-205 c,Kepler-205 c
6442340,K00664.02,Kepler-206 b,Kepler-206 b
6442340,K00664.01,Kepler-206 c,Kepler-206 c
6442340,K00664.03,Kepler-206 d,Kepler-206 d
6685609,K00665.02,Kepler-207 b,Kepler-207 b
6685609,K00665.03,Kepler-207 c,Kepler-207 c
6685609,K00665.01,Kepler-207 d,Kepler-207 d
7040629,K00671.01,Kepler-208 b,Kepler-208 b
7040629,K00671.02,Kepler-208 c,Kepler-208 c
7040629,K00671.04,Kepler-208 d,Kepler-208 d
7040629,K00671.03,Kepler-208 e,Kepler-208 e
7115785,K00672.01,Kepler-209 b,Kepler-209 b
7115785,K00672.02,Kepler-209 c,Kepler-209 c
3632418,K00975.01,Kepler-21 b,Kepler-21 b
7447200,K00676.02,Kepler-210 b,Kepler-210 b
7447200,K00676.01,Kepler-210 c,Kepler-210 c
7509886,K00678.02,Kepler-211 b,Kepler-211 b
7509886,K00678.01,Kepler-211 c,Kepler-211 c
7515212,K00679.02,Kepler-212 b,Kepler-212 b
7515212,K00679.01,Kepler-212 c,Kepler-212 c
8557374,K00692.01,Kepler-213 b,Kepler-213 b
8557374,K00692.02,Kepler-213 c,Kepler-213 c
8738735,K00693.02,Kepler-214 b,Kepler-214 b
8738735,K00693.01,Kepler-214 c,Kepler-214 c
8962094,K00700.02,Kepler-215 b,Kepler-215 b
8962094,K00700.03,Kepler-215 c,Kepler-215 c
8962094,K00700.01,Kepler-215 d,Kepler-215 d
8962094,K00700.04,Kepler-215 e,Kepler-215 e
9530945,K00708.02,Kepler-216 b,Kepler-216 b
9530945,K00708.01,Kepler-216 c,Kepler-216 c
9590976,K00710.01,Kepler-217 b,Kepler-217 b
9590976,K00710.02,Kepler-217 c,Kepler-217 c
9590976,K00710.03,Kepler-217 d,Kepler-217 d
9597345,K00711.02,Kepler-218 b,Kepler-218 b
9597345,K00711.01,Kepler-218 c,Kepler-218 c
9597345,K00711.03,Kepler-218 d,Kepler-218 d
9884104,K00718.01,Kepler-219 b,Kepler-219 b
9884104,K00718.02,Kepler-219 c,Kepler-219 c
9884104,K00718.03,Kepler-219 d,Kepler-219 d
10593626,K00087.01,Kepler-22 b,Kepler-22 b
9950612,K00719.04,Kepler-220 b,Kepler-220 b
9950612,K00719.01,Kepler-220 c,Kepler-220 c
9950612,K00719.02,Kepler-220 d,Kepler-220 d
9950612,K00719.03,Kepler-220 e,Kepler-220 e
9963524,K00720.04,Kepler-221 b,Kepler-221 b
9963524,K00720.01,Kepler-221 c,Kepler-221 c
9963524,K00720.02,Kepler-221 d,Kepler-221 d
9963524,K00720.03,Kepler-221 e,Kepler-221 e
10002866,K00723.01,Kepler-222 b,Kepler-222 b
10002866,K00723.03,Kepler-222 c,Kepler-222 c
10002866,K00723.02,Kepler-222 d,Kepler-222 d
10227020,K00730.04,Kepler-223 b,Kepler-223 b
10227020,K00730.02,Kepler-223 c,Kepler-223 c
10227020,K00730.01,Kepler-223 d,Kepler-223 d
10227020,K00730.03,Kepler-223 e,Kepler-223 e
10271806,K00733.03,Kepler-224 b,Kepler-224 b
10271806,K00733.01,Kepler-224 c,Kepler-224 c
10271806,K00733.02,Kepler-224 d,Kepler-224 d
10271806,K00733.04,Kepler-224 e,Kepler-224 e
10340423,K00736.02,Kepler-225 b,Kepler-225 b
10340423,K00736.01,Kepler-225 c,Kepler-225 c
10601284,K00749.02,Kepler-226 b,Kepler-226 b
10601284,K00749.01,Kepler-226 c,Kepler-226 c
10601284,K00749.03,Kepler-226 d,Kepler-226 d
10797460,K00752.01,Kepler-227 b,Kepler-227 b
10797460,K00752.02,Kepler-227 c,Kepler-227 c
10872983,K00756.03,Kepler-228 b,Kepler-228 b
10872983,K00756.02,Kepler-228 c,Kepler-228 c
10872983,K00756.01,Kepler-228 d,Kepler-228 d
10910878,K00757.03,Kepler-229 b,Kepler-229 b
10910878,K00757.01,Kepler-229 c,Kepler-229 c
